"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"19","17211867","Zap70","22637","zeta-chain (TCR) associated protein kinase",0.25512150553708,2.75015709477082,1.0920253405245,0.297602812425249,0.657805082758449,-5.9237713364226
"20","17211990","Lipt1","623661","lipoyltransferase 1",-0.240258799212924,5.84482574712625,-1.23647144997962,0.241416709204096,0.598450935145119,-5.76422160099649
"21","17212018","Eif5b","226982","eukaryotic translation initiation factor 5B",-0.0612411301885807,6.16688809896978,-0.410653441848005,0.689021518439697,0.898560801184682,-6.43803183195351
"22","17212087","Npas2","18143","neuronal PAS domain protein 2",0.00149726118462556,4.33277556010315,0.00688677639646455,0.994625513590413,0.997662098713098,-6.52719654206527
"23","17212174","Il1r2","16178","interleukin 1 receptor, type II",-0.0657813778382956,3.56702957848417,-0.191239797535999,0.851737452960995,0.956714308452166,-6.50776379194551
"24","17212185","Il1r1","16177","interleukin 1 receptor, type I",-0.0252027721000809,6.86150618329913,-0.0723758385976725,0.943570556535155,0.982490950759262,-6.52443091555395
"25","17212199","Il1rl2","107527","interleukin 1 receptor-like 2",0.216904232901798,5.21823996002505,0.94116587236668,0.366344254856049,0.716318919720161,-6.07315867807134
"26","17212286","Slc9a2","226999","solute carrier family 9 (sodium/hydrogen exchanger), member 2",0.238232278998694,1.9476399382376,0.793145819428894,0.444060523250024,0.776361282264186,-6.20117967340629
"27","17212346","AI597479","98404","expressed sequence AI597479",0.110192902646189,5.5604986102752,0.541594741313065,0.598634963688886,0.85692851177528,-6.37294407336988
"28","17212406","Bivm","246229","basic, immunoglobulin-like variable motif containing",0.782972059945328,5.52673842991199,3.54287592135289,0.00444032929139603,0.0899316692632406,-2.07647513372773
"29","17212442","Gulp1","70676","GULP, engulfment adaptor PTB domain containing 1",1.12457740184422,7.00548027375822,5.34250797732437,0.000217266318714521,0.0213389149130652,0.899458112077613
"30","17212792","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",-0.00533573304548263,8.83186523049355,-0.0245921260382582,0.980810080795866,0.993129504191163,-6.52689953175571
"31","17212813","Mstn","17700","myostatin",0.132868509355255,2.15879104818128,0.145294925700131,0.887042489960389,0.967896870729509,-6.51598233125582
"32","17212821","Ormdl1","227102","ORM1-like 1 (S. cerevisiae)",0.177711708984543,5.85487693441151,1.07250983990749,0.305906354620829,0.662225537586245,-5.94412018814396
"33","17212874","Coq10b","67876","coenzyme Q10B",-0.514460739595757,8.91581651838081,-2.74046274801907,0.0188290999863349,0.194621473134617,-3.47925789203732
"34","17212882","Hspe1","15528","heat shock protein 1 (chaperonin 10)",0.223755589876994,7.61255275646048,1.445082232235,0.175643572606039,0.53234743062346,-5.50813079862893
"35","17212931","1700066M21Rik","73467","RIKEN cDNA 1700066M21 gene",-0.260842522590816,5.59491113774423,-1.17378499139498,0.264675236665299,0.624942120444454,-5.83535678177426
"36","17212982","Aox1","11761","aldehyde oxidase 1",-0.661314800931867,7.21162390743395,-3.06601464293059,0.0104529159406755,0.144389933327994,-2.91200500214538
"37","17213139","Bzw1","66882","basic leucine zipper and W2 domains 1",-0.184782694069382,9.84457965499911,-1.11639361754843,0.287476397641922,0.648656300328759,-5.89794926844798
"38","17213213","Casp8","12370","caspase 8",0.320837329805675,8.58499180193764,2.00129958603835,0.0700128070586117,0.364938900729935,-4.7071567568928
"39","17213226","Stradb","227154","STE20-related kinase adaptor beta",0.147691438445408,6.72797226275894,0.847016833556334,0.414599975752623,0.755169768293949,-6.15680071518323
"40","17213295","Nop58","55989","NOP58 ribonucleoprotein",-0.332825532911717,6.44608822150627,-1.00147392946904,0.337602738107783,0.694315065165062,-6.01564876380654
"41","17213349","Carf","241066","calcium response factor",0.248988543592222,5.37066272370369,1.44200998326243,0.176490300729599,0.53410366121855,-5.51210506957547
"42","17213446","Abi2","329165","abl-interactor 2",0.0418029110113771,6.28003503142811,0.264909370097746,0.795858983706384,0.941619571647421,-6.48994157157336
"43","17213473","2310016D23Rik","76443","RIKEN cDNA 2310016D23 gene",0.123504822804108,1.8642465775311,0.339878345736567,0.740194382921285,0.921974794397101,-6.46598032854521
"44","17213598","Zdbf2","73884","zinc finger, DBF-type containing 2",0.271337781820897,3.0664202706592,1.24729619212376,0.237570666502102,0.595727357081841,-5.75165337563899
"45","17213645","Fastkd2","75619","FAST kinase domains 2",-0.447325271059964,4.7632131994514,-1.84087033168598,0.0920823844603307,0.405938132113314,-4.9528894067154
"46","17213687","Ccnyl1","227210","cyclin Y-like 1",0.102092657191761,6.65799774314059,0.557247470145349,0.588247995527378,0.852028686442771,-6.36402196982985
"47","17213770","Map2","17756","microtubule-associated protein 2",0.111459120766184,3.81583346282423,0.685724851289103,0.506739092519334,0.814526765427139,-6.28182408435129
"48","17213990","Atic","108147","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase",-0.123057258874291,7.74867360180009,-0.74543679315649,0.471259656649823,0.793495392577231,-6.23830501043303
"49","17214053","Xrcc5","22596","X-ray repair complementing defective repair in Chinese hamster cells 5",-0.255388085246551,4.96631714255481,-1.4813247674631,0.165912584302047,0.520757038162707,-5.46081721269179
"50","17214100","Rpl37a","19981","ribosomal protein L37a",-0.37686720816792,2.15554826579991,-1.9051055405091,0.0825725562233118,0.391941785082149,-4.85572164787281
"51","17214126","Rufy4","435626","RUN and FYVE domain containing 4",0.955421102294454,4.3184574244939,3.79287521952913,0.0028532298787011,0.070821438032133,-1.64177033911192
"52","17214142","Cxcr2","12765","chemokine (C-X-C motif) receptor 2",0.891900076193475,2.76993714681856,1.69535786029103,0.117409988468294,0.444894070546248,-5.16629214983106
"53","17214162","Gpbar1","227289","G protein-coupled bile acid receptor 1",-0.442937605993227,2.84553041153701,-1.87509768685111,0.0868970212133738,0.401461479798073,-4.90132655449775
"54","17214166","Pnkd","56695","paroxysmal nonkinesiogenic dyskinesia",0.0531736687983084,7.77933165269726,0.313818147656451,0.759387917520295,0.929411628186597,-6.47497171146918
"55","17214197","Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",0.85897815463569,6.03639857581216,2.73906147109428,0.0188768188413726,0.194748392531198,-3.48168074370281
"56","17214341","Ttll4","67534","tubulin tyrosine ligase-like family, member 4",0.255994103262808,6.00850091562622,1.07539581437304,0.304667511797254,0.661266787878839,-5.94112966930909
"57","17214449","Stk16","20872","serine/threonine kinase 16",-0.256525269935279,8.46608669218952,-1.29284297413502,0.221924877911768,0.58047104846468,-5.6978762555911
"58","17214462","Dnajb2","56812","DnaJ heat shock protein family (Hsp40) member B2",0.0526201515730955,6.08945985044555,0.261250360658292,0.798609260045573,0.941920530244593,-6.49096116748188
"59","17214476","Des","13346","desmin",0.371013495247716,9.61990027660164,1.06043059102927,0.311132741247933,0.667110437690042,-5.9565661730826
"60","17214487","Speg","11790","SPEG complex locus",0.563220741606326,4.52153090628605,1.85914186220905,0.0892801099608095,0.404867064459193,-4.92542495584873
"61","17214672","Mogat1","68393","monoacylglycerol O-acyltransferase 1",-0.953416490155576,3.45870985550338,-4.31567605114577,0.00115588046680811,0.0488752878974724,-0.75027794642373
"62","17214711","Kcne4","57814","potassium voltage-gated channel, Isk-related subfamily, gene 4",-0.0338128408907958,4.58602302577869,-0.117085572389943,0.908851549654568,0.974440048003792,-6.51992055993396
"63","17214759","Rhbdd1","76867","rhomboid domain containing 1",0.0849717047179785,7.24129383731195,0.4957081864277,0.629618965896672,0.872963320275967,-6.39770554940951
"64","17214841","Agfg1","15463","ArfGAP with FG repeats 1",-0.101625685232804,9.42434540636994,-0.664391641827657,0.519793800572174,0.822858155381617,-6.29656454785833
"65","17214857","Ccl20","20297","chemokine (C-C motif) ligand 20",-0.484335099793482,2.1736724271259,-1.6680066597705,0.122814745093253,0.451148527471845,-5.20528154413739
"66","17214924","Sp140","434484","Sp140 nuclear body protein",0.597129215235281,3.27556961751181,1.25593100506509,0.234538113850471,0.595534092559751,-5.74156878535607
"67","17215222","Eif4e2","26987","eukaryotic translation initiation factor 4E member 2",-0.0480035557210359,8.0508577247705,-0.318398450365293,0.756001814577875,0.929331597723945,-6.47344235710816
"68","17215309","Inpp5d","16331","inositol polyphosphate-5-phosphatase D",0.735932458931092,5.66510130482853,4.13805583821325,0.00156560091621253,0.0534400374962973,-1.0499407810117
"69","17215395","Dgkd","227333","diacylglycerol kinase, delta",0.0507846853164313,8.5124086111605,0.234777443588,0.818590020573014,0.9475665521018,-6.49792020453191
"70","17215605","Ackr3","12778","atypical chemokine receptor 3",-1.2583745600563,7.85763254862178,-6.75604539055666,2.76733040381407e-05,0.00663605830834613,2.91012202665527
"71","17215612","Cops8","108679","COP9 signalosome subunit 8",-0.0342241866896504,8.00583417690703,-0.241014149031093,0.813870111576917,0.94631284602399,-6.49634690260015
"72","17215647","Prlh","623503","prolactin releasing hormone",-0.374425752176613,2.54260168006362,-1.3209940983501,0.212681050048335,0.568846622447017,-5.66392922702675
"73","17215650","Lrrfip1","16978","leucine rich repeat (in FLII) interacting protein 1",0.476076975373474,5.17670985314756,2.23590419871087,0.0464733302088919,0.30610688664957,-4.33157029676203
"74","17215697","Ramp1","51801","receptor (calcitonin) activity modifying protein 1",0.296911156174505,2.60324826302401,0.883620503388168,0.395348566774074,0.740660830565805,-6.12518844857439
"75","17215705","Ube2f","67921","ubiquitin-conjugating enzyme E2F (putative)",-0.0715966453509278,5.39389962630756,-0.389345186877252,0.7042728242421,0.906617045594028,-6.44698641397548
"76","17215750","Klhl30","70788","kelch-like 30",0.573856873434004,2.65919066427854,1.54440528269327,0.150074829736489,0.495974974790655,-5.37662637336287
"77","17215773","Traf3ip1","74019","TRAF3 interacting protein 1",0.102557767418642,4.27830425107707,0.373122658328009,0.715975898771722,0.909607304111125,-6.4534924874381
"78","17215799","Twist2","13345","twist basic helix-loop-helix transcription factor 2",-0.196324803562606,2.98609772371487,-0.357317773216007,0.727451204109679,0.914462144818102,-6.45957131092851
"79","17215813","Olfr1411","258483","olfactory receptor 1411",-1.27698879231707,2.99647614539505,-3.49796227041581,0.00481029256324845,0.0943246758110045,-2.15495358310145
"80","17215820","Gpc1","14733","glypican 1",0.464481597377962,5.23901633462784,1.4805137544294,0.166125200210819,0.520878961958086,-5.46188455444055
"81","17215834","Dusp28","67446","dual specificity phosphatase 28",-0.228586645239449,5.64758273920915,-0.796787594082022,0.442026884469127,0.776361282264186,-6.19826116297893
"82","17215839","Rnpepl1","108657","arginyl aminopeptidase (aminopeptidase B)-like 1",0.0507580502999812,7.93878855640956,0.356696759049364,0.727903543782893,0.914479067744544,-6.45980491743997
"83","17216133","Gal3st2c","619597","galactose-3-O-sulfotransferase 2C",0.312190636304861,2.24683478858575,1.50117978012345,0.16077953365836,0.512407079908603,-5.43456600562643
"84","17216353","Zcchc2","227449","zinc finger, CCHC domain containing 2",-0.152929639899638,7.33126421132126,-0.583515849005101,0.571032148689881,0.848055855025631,-6.34850995629004
"85","17216373","Phlpp1","98432","PH domain and leucine rich repeat protein phosphatase 1",0.0228527337533864,6.96675459638086,0.108260416933398,0.915691391898922,0.974883660883331,-6.5209791621511
"86","17216563","Nifk","67949","nucleolar protein interacting with the FHA domain of MKI67",-0.0315610937335524,7.39023920846142,-0.0993396702761189,0.922612545535447,0.977046848698994,-6.52196513457455
"87","17216638","Tmem185b","226351","transmembrane protein 185B",-0.183889245272309,6.09681978870536,-0.940679869366393,0.366582748716638,0.716549436719098,-6.07360985328522
"88","17216642","Sctr","319229","secretin receptor",-0.362932852143092,7.13500019423996,-1.16911255720656,0.266477112779055,0.627095490448158,-5.84054450516567
"89","17216836","R3hdm1","226412","R3H domain containing 1",0.265586545143563,8.60053843678871,1.23915661984229,0.240458045071085,0.598450935145119,-5.76111164993497
"90","17216870","Ubxn4","67812","UBX domain protein 4",0.107077936118251,8.28793602983438,0.755356657015764,0.465519426582194,0.791458185895738,-6.23075635172883
"91","17216937","Yod1","226418","YOD1 deubiquitinase",-0.108734046567267,5.59811267555193,-0.550685117699207,0.592591160250729,0.854336333225548,-6.36779182361465
"92","17217116","Rab29","226422","RAB29, member RAS oncogene family",0.263483803246723,5.89938747497503,0.986498882949543,0.344581785143646,0.700524816122818,-6.03020889868333
"93","17217182","Nuak2","74137","NUAK family, SNF1-like kinase, 2",0.0566425593555264,3.60678019644064,0.185429033646086,0.856185663169907,0.956944062140479,-6.50892647230342
"94","17217216","Rbbp5","213464","retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit",0.0795186963551107,7.21153652733298,0.389834330631018,0.703921167234193,0.906358977141106,-6.44678605656648
"95","17217247","Pik3c2b","240752","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta",-0.156974958790514,4.83710214996416,-1.03187224391739,0.323754846767253,0.679070529349737,-5.98553305901503
"96","17217283","Ppp1r15b","108954","protein phosphatase 1, regulatory subunit 15B",-0.60197450252744,9.72848466070326,-3.32641982786923,0.00653884941336524,0.109805048272058,-2.45536809310815
"97","17217291","Plekha6","240753","pleckstrin homology domain containing, family A member 6",0.0264102835715092,3.37268234842484,0.107466832820127,0.916306807710931,0.974899070505899,-6.52107030046528
"98","17217415","Mybph","53311","myosin binding protein H",0.49748594478351,4.28571969130951,0.981736362937973,0.34682314073266,0.70090134358312,-6.03480098196407
"99","17217552","Ube2t","67196","ubiquitin-conjugating enzyme E2T",0.257272191080049,2.16468654308,0.963506930765518,0.355499737019616,0.705495660669465,-6.05220530526256
"100","17217566","Ptpn7","320139","protein tyrosine phosphatase, non-receptor type 7",0.505212563509184,3.06775981694504,1.59203886208344,0.13899921690995,0.477964421560303,-5.31156277772238
"101","17217619","Phlda3","27280","pleckstrin homology like domain, family A, member 3",0.159448639428,9.61306830313325,0.908144201045628,0.382799261141738,0.731086833559961,-6.10336038878406
"102","17217625","Tnni1","21952","troponin I, skeletal, slow 1",1.5216483720518,3.77450073789962,1.78339574217794,0.101427513050273,0.419586744819038,-5.03833731104311
"103","17217666","Tmem9","66241","transmembrane protein 9",-0.141894975594136,6.11192246378528,-0.650098772914132,0.528649652275048,0.827860014708995,-6.30619976019115
"104","17217678","Cacna1s","12292","calcium channel, voltage-dependent, L type, alpha 1S subunit",1.57524776993546,5.27104643720988,1.16627854046651,0.267574689669122,0.627095490448158,-5.84368321421699
"105","17217777","Ddx59","67997","DEAD (Asp-Glu-Ala-Asp) box polypeptide 59",0.233061507264108,4.77142256808601,1.43282512136907,0.179042338035776,0.536710185859609,-5.52395222223021
"106","17218006","B3galt2","26878","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",-0.347981968257988,7.07388661300447,-0.721526216536326,0.485277074269917,0.801130840538222,-6.25612839141616
"107","17218027","Uchl5","56207","ubiquitin carboxyl-terminal esterase L5",0.201645351204159,7.01282319612501,1.11908034774169,0.286376262086211,0.648417407702718,-5.89507441734451
"108","17218149","Ivns1abp","117198","influenza virus NS1A binding protein",0.478069194999618,11.2194983601847,2.3234014453141,0.0398009743023274,0.284579020183448,-4.18744355171712
"109","17218233","Colgalt2","269132","collagen beta(1-O)galactosyltransferase 2",-0.161446126631285,4.48597359516584,-0.910704572489777,0.381505222416372,0.729777858451229,-6.101051755421
"110","17218449","Angptl1","72713","angiopoietin-like 1",-0.663284780231034,4.82010790648567,-2.37914684590162,0.0360413593269864,0.277010191237543,-4.0946559323918
"111","17218514","Astn1","11899","astrotactin 1",-0.274734429729274,2.19319152177456,-1.02736958656465,0.325779116408984,0.681929400444085,-5.9900408175695
"112","17218598","4930523C07Rik","67647","RIKEN cDNA 4930523C07 gene",-0.053333222630231,6.73234490818864,-0.26344354727413,0.796960418104923,0.941619571647421,-6.49035170961034
"113","17218620","Rc3h1","381305","RING CCCH (C3H) domains 1",-0.0463145533487292,9.34809708867637,-0.203597642347733,0.842295389998037,0.955315604500957,-6.50517265728088
"114","17218760","Gm20471","105243993","predicted gene 20471",-0.574224146191792,2.04840467360636,-2.03709161014461,0.0658112941446247,0.357696018492317,-4.65100860616101
"115","17218835","Sell","20343","selectin, lymphocyte",0.6901159997369,5.26390682399909,2.02743697290571,0.0669208013463449,0.3579056629999,-4.66619851050314
"116","17218907","Nme7","171567","NME/NM23 family member 7",0.0804088150195099,4.33849979445511,0.342059418283114,0.738596108637995,0.921132446699559,-6.46519594812939
"117","17218942","Gpr161","240888","G protein-coupled receptor 161",-0.0843738630942634,3.34800535596971,-0.303618826140856,0.766946807352226,0.933270628655714,-6.47829900556862
"118","17219011","Cd247","12503","CD247 antigen",0.198547551038199,3.94647630319306,1.07079609063014,0.306643799392982,0.662938902762686,-5.9458929351752
"119","17219079","Fam78b","226610","family with sequence similarity 78, member B",-0.133181294235278,4.79732719003909,-0.574249746990268,0.577073793539803,0.848989453742489,-6.35405863005724
"120","17219199","Fcgr4","246256","Fc receptor, IgG, low affinity IV",1.11510253394467,4.75965296073107,2.52194110717318,0.0279136877093969,0.241061514453917,-3.85401820710339
"121","17219222","Mpz","17528","myelin protein zero",0.255493012373517,6.38762572925649,0.318467609319373,0.755950727729732,0.929331597723945,-6.47341909830967
"122","17219242","Apoa2","11807","apolipoprotein A-II",-0.161162851204815,4.39066110986636,-0.588244768157392,0.567962065141211,0.847390723516348,-6.34564603192975
"123","17219248","Adamts4","240913","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",-0.0509528119008271,3.91394187581496,-0.11264966104626,0.912288630833922,0.974559630570207,-6.52046300032929
"124","17219397","Cd48","12506","CD48 antigen",0.891309259632526,3.47549389433735,3.49199468105967,0.00486177228116771,0.0943246758110045,-2.16538761008946
"125","17219499","Dcaf8","98193","DDB1 and CUL4 associated factor 8",0.141334668026614,8.28167629641735,0.787999420495801,0.446944715489779,0.778226421539711,-6.20528364276489
"126","17219546","Slamf9","98365","SLAM family member 9",1.03523133619516,3.84307054704955,3.91447154840842,0.00230603559787958,0.0651383909349901,-1.43200873323798
"127","17219581","Tagln2","21346","transgelin 2",0.233558812706182,7.62531957934156,1.38009081658629,0.194304217117162,0.549400345405527,-5.590957084278
"128","17219633","Olfr218","258880","olfactory receptor 218",-0.510186865140145,1.88321698492309,-1.23561604482062,0.241722749159007,0.598565832799772,-5.76521125681052
"129","17219639","Olfr418","258645","olfactory receptor 418",0.0656598047756733,1.69057784075982,0.140139695485277,0.891021376114288,0.968220618054224,-6.516765065894
"130","17219662","Ifi209","236312","interferon activated gene 209",0.183703001557953,4.09380197809327,0.545244949393179,0.596204273613187,0.855633369875526,-6.37088496847021
"131","17219680","Olfr432","258711","olfactory receptor 432",-0.400517893938114,1.7595273498804,-1.81327410620899,0.0964670656235062,0.411632716510065,-4.99409842945336
"132","17219688","Olfr424","258716","olfactory receptor 424",-0.168637047056876,1.71643525496971,-0.394327013784717,0.700694649175857,0.904637097561658,-6.44493437269862
"133","17219869","Sdccag8","76816","serologically defined colon cancer antigen 8",-0.154234751241032,4.97452387121645,-0.725284862154368,0.483056694126043,0.800864181771468,-6.25336157226492
"134","17219963","Desi2","78825","desumoylating isopeptidase 2",0.133195206884102,6.15248938151097,0.895312196799865,0.389330724601778,0.736414311359473,-6.1148463113342
"135","17220018","Cnst","226744","consortin, connexin sorting protein",-0.169240676137573,6.48029144682982,-0.706369802930684,0.494294108447678,0.808317834190898,-6.26715241785746
"136","17220148","Lin9","72568","lin-9 homolog (C. elegans)",0.315226940921258,5.03665380521904,1.54230554194435,0.150580214781644,0.496394632770313,-5.3794654579408
"137","17220166","Acbd3","170760","acyl-Coenzyme A binding domain containing 3",0.120931102588578,8.10604994178858,0.794010166736196,0.443577305398761,0.776361282264186,-6.2004880662413
"138","17220255","Cnih4","98417","cornichon family AMPA receptor auxiliary protein 4",0.0583453939925729,6.83983876657992,0.354242675144912,0.729692124635122,0.914964417275825,-6.46072418290773
"139","17220370","1700047M11Rik","67330","RIKEN cDNA 1700047M11 gene",0.0530273960874488,2.46812195807448,0.163762812701171,0.87281604812371,0.961509042356054,-6.51294721163763
"140","17220432","Tlr5","53791","toll-like receptor 5",-0.249055857924738,5.76641575618364,-1.13135416580415,0.281391613114082,0.642056810159762,-5.88187144193248
"141","17220452","Taf1a","21339","TATA-box binding protein associated factor, RNA polymerase I, A",0.324121433549448,5.85784100915413,1.84398184845281,0.0915995731993503,0.405938132113314,-4.94822241613694
"142","17220529","Mir194-1","387189","microRNA 194-1",0.0983533494562905,3.35019173979369,0.379263566920538,0.711536655932207,0.908582139588606,-6.45106138769344
"143","17220548","Eprs","107508","glutamyl-prolyl-tRNA synthetase",0.192005802079533,8.55919294372099,1.44036299403801,0.176945641706259,0.534402580367265,-5.51423324870502
"144","17220627","Esrrg","26381","estrogen-related receptor gamma",0.169033339623631,5.7934171576671,0.578424132190826,0.574347788250286,0.848500490527468,-6.35156929440403
"145","17220724","Ptpn14","19250","protein tyrosine phosphatase, non-receptor type 14",-0.00468239485974653,6.96654249852187,-0.0353706218643078,0.97240255698439,0.990746656886713,-6.52655513150565
"146","17220794","D730003I15Rik","100504360","RIKEN cDNA D730003I15 gene",0.052426104047993,5.33596284909078,0.149381461682176,0.883890733133809,0.966513962604242,-6.51534184768074
"147","17220797","Tmem206","66950","transmembrane protein 206",-0.144755508794675,4.04754219739832,-0.798856111570712,0.440874487378672,0.775996051625114,-6.19659815259136
"148","17220809","Ints7","77065","integrator complex subunit 7",-0.386473267020293,7.15541799468596,-2.71539727536144,0.0197010159517091,0.198500152320161,-3.52256381576845
"149","17220833","Lpgat1","226856","lysophosphatidylglycerol acyltransferase 1",0.310700392678809,7.94939266608864,1.26467181958855,0.231500158187958,0.590823094225973,-5.73130738843408
"150","17220882","Kcnh1","16510","potassium voltage-gated channel, subfamily H (eag-related), member 1",-0.111029047648528,3.4349556619413,-0.598803446418037,0.561139786498756,0.84185010512013,-6.33917320821113
"151","17220944","Lamb3","16780","laminin, beta 3",-0.0704846279121583,3.61326403832152,-0.220355028666383,0.829533223856818,0.950850063637842,-6.50140199317212
"152","17220974","Plxna2","18845","plexin A2",-0.487739466320226,7.64460691881228,-2.94879889328042,0.0129196244604019,0.160665664744597,-3.11704072513491
"153","17221010","Mir3962","100628615","microRNA 3962",0.0275328569371567,2.31736174786783,0.0604570059363397,0.952849810514718,0.983413660661777,-6.52527429817472
"154","17221014","Cd34","12490","CD34 antigen",0.448169645284203,9.33600979797924,2.52352505063292,0.0278344112883097,0.241061514453917,-3.85132756429087
"155","17221071","Sox17","20671","SRY (sex determining region Y)-box 17",0.0564394727607276,6.76728410161172,0.157038468060618,0.877990906817514,0.965612820834892,-6.51409413759022
"156","17221186","Snhg6","73824","small nucleolar RNA host gene 6",0.0112679092521804,5.89355449564597,0.0531893293734947,0.958511630719153,0.98438680036986,-6.52571432973488
"157","17221191","Snord87","266793","small nucleolar RNA, C/D box 87",0.536164144353412,5.29779402611514,1.80741688332104,0.0974217861932047,0.412602547132628,-5.00280214225915
"158","17221197","Tcf24","100039596","transcription factor 24",0.158630819730087,5.0272097435118,0.616109026972509,0.550056433061956,0.837781761676289,-6.32833125833713
"159","17221375","Eya1","14048","EYA transcriptional coactivator and phosphatase 1",0.142761067424154,5.89300490415395,0.291776538165901,0.775755041493316,0.934129815909263,-6.48202660027533
"160","17221502","Jph1","57339","junctophilin 1",1.31997319361498,5.70920512498298,2.9330366787978,0.0132931802739976,0.161636128373208,-3.14455966886449
"161","17221686","Kcnq5","226922","potassium voltage-gated channel, subfamily Q, member 5",0.170949958759238,4.07038066848509,0.523612853746998,0.610683265633473,0.862843784462095,-6.3828960283535
"162","17221756","Ogfrl1","70155","opioid growth factor receptor-like 1",0.374743716770608,4.9903308799939,1.85227144914807,0.0903245418026287,0.405614702701692,-4.93576865484479
"163","17221786","Sdhaf4","68002","succinate dehydrogenase complex assembly factor 4",-0.287378410086921,6.01841689865275,-1.21156759696165,0.250454155429694,0.611348803664908,-5.79282101063195
"164","17222001","Prim2","19076","DNA primase, p58 subunit",0.274802138256224,5.02946839267971,1.28715414962483,0.223832110414787,0.582916377904712,-5.70467114055636
"165","17222020","Bag2","213539","BCL2-associated athanogene 2",0.0241412820454396,4.76287263500032,0.110021239790153,0.914326098936227,0.974559630570207,-6.52077455301736
"166","17222072","Ccdc115","69668","coiled-coil domain containing 115",-0.0693812342552356,5.29872946583965,-0.30177852476703,0.768313404059922,0.933682535678079,-6.47888785093935
"167","17222096","Fam168b","214469","family with sequence similarity 168, member B",-0.153139223235593,9.52635504252474,-1.06390595214773,0.309622215940643,0.665418977474858,-5.95299703972413
